log10_M,log10_phi
8.125,-1.427727755596846
8.375,-1.6841600117744149
8.625,-1.9292455822391559
8.875,-2.142631877812413
9.125,-2.3726329617338746
9.375,-2.5725459904545485
9.625,-2.7747499321713924
9.875,-2.93000772542727
10.125,-3.016759839091517
10.375,-3.240447268328034
10.625,-3.5055315818281687
10.875,-3.8391197198463947
11.125,-4.232790636853637
11.375,-4.733066327398468
11.625,-5.359585102361216
11.875,-6.071884883951849
12.125,-6.916982923966106
12.375,-7.958375609124332
