log10_SSFR,Fraction
-13.45,0.0
-13.35,0.0
-13.25,5.1015202530354045e-05
-13.15,0.0
-13.05,5.1015202530354045e-05
-12.950000000000001,0.0
-12.850000000000001,0.0
-12.750000000000002,0.00010203040506070809
-12.650000000000002,0.00015304560759106213
-12.550000000000002,0.00030609121518212427
-12.450000000000003,5.1015202530354045e-05
-12.350000000000003,0.0005101520253035404
-12.250000000000004,0.0004591368227731864
-12.150000000000004,0.0005611672278338945
-12.050000000000004,0.001224364860728497
-11.950000000000005,0.004081216202428324
-11.850000000000005,0.005101520253035404
-11.750000000000005,0.006836037139067442
-11.650000000000006,0.009794918885827977
-11.550000000000006,0.012855831037649219
-11.450000000000006,0.016988062442607896
-11.350000000000007,0.020610141822263034
-11.250000000000007,0.022599734720946844
-11.150000000000007,0.01780430568309356
-11.050000000000008,0.012141618202224263
-10.950000000000008,0.010560146923783287
-10.850000000000009,0.011427405366799306
-10.750000000000009,0.013263952657892052
-10.65000000000001,0.01637588001224365
-10.55000000000001,0.01979389858177737
-10.45000000000001,0.02509947964493419
-10.35000000000001,0.03367003367003367
-10.25000000000001,0.04259769411284563
-10.150000000000011,0.050045913682277315
-10.050000000000011,0.06422813998571575
-9.950000000000012,0.09993878175696358
-9.850000000000012,0.146107540046934
-9.750000000000012,0.1439649015406591
-9.650000000000013,0.07963473114988266
-9.550000000000013,0.04392408937863483
-9.450000000000014,0.024385266809509233
-9.350000000000014,0.016477910417304356
-9.250000000000014,0.011019283746556474
-9.150000000000015,0.007193143556779921
-9.050000000000015,0.003775124987246199
-8.950000000000015,0.002193653708805224
-8.850000000000016,0.0015814712784409754
-8.750000000000016,0.0003571064177124783
-8.650000000000016,0.00010203040506070809
-8.550000000000017,0.0
