log10_SSFR,Fraction
-13.45,1.2644116587184346e-05
-13.35,1.6858822116245794e-05
-13.25,2.458578225285845e-05
-13.15,2.0371076723797e-05
-13.05,3.020538962494038e-05
-12.950000000000001,5.057646634873738e-05
-12.850000000000001,4.706421174118617e-05
-12.750000000000002,5.549362279930907e-05
-12.650000000000002,0.00011168969652012838
-12.550000000000002,0.0001271436167933537
-12.450000000000003,0.00013768038061600732
-12.350000000000003,0.00023180880409837966
-12.250000000000004,0.0003203176202086701
-12.150000000000004,0.0004875009395281075
-12.050000000000004,0.0007460028786438764
-11.950000000000005,0.0028393066247443957
-11.850000000000005,0.0038796364395010633
-11.750000000000005,0.005294372595422689
-11.650000000000006,0.0071193400895062965
-11.550000000000006,0.009348919314379802
-11.450000000000006,0.010930838789620867
-11.350000000000007,0.010717293709481752
-11.250000000000007,0.009561761943597405
-11.150000000000007,0.00975072124148366
-11.050000000000008,0.01216293770594983
-10.950000000000008,0.015847292789271047
-10.850000000000009,0.020626768859226728
-10.750000000000009,0.02647748258448553
-10.65000000000001,0.03311775114552184
-10.55000000000001,0.03916655603064653
-10.45000000000001,0.04347819978687639
-10.35000000000001,0.0472854837814619
-10.25000000000001,0.051057645229971894
-10.150000000000011,0.0589939357411946
-10.050000000000011,0.07778309298975054
-9.950000000000012,0.11780382934095351
-9.850000000000012,0.1440305369464599
-9.750000000000012,0.11136024703794008
-9.650000000000013,0.06481865878235753
-9.550000000000013,0.03425080448191786
-9.450000000000014,0.016830021628463872
-9.350000000000014,0.007474077804868968
-9.250000000000014,0.0030978085638601644
-9.150000000000015,0.001390852824590278
-9.050000000000015,0.0006083224980278691
-8.950000000000015,0.00027044360478144296
-8.850000000000016,0.00013135832232241514
-8.750000000000016,5.479117187779883e-05
-8.650000000000016,1.6858822116245794e-05
-8.550000000000017,2.1073527645307243e-06
