log10_M,log10_phi
8.125,-1.2057030714097614
8.375,-1.4118792152787072
8.625,-1.5803185540918474
8.875,-1.75697848480388
9.125,-1.916686914992768
9.375,-2.058213384685818
9.625,-2.187063783270993
9.875,-2.299529832802494
10.125,-2.363373485336421
10.375,-2.504268914785778
10.625,-2.6703366490753933
10.875,-2.9239717765156428
11.125,-3.3247657783546516
11.375,-3.914149532011649
11.625,-4.749128760370958
11.875,-5.770854888287868
12.125,-7.65734561346035
12.375,-inf
