log10_SSFR,Fraction
-13.45,0.0002911208151382824
-13.35,0.0002911208151382824
-13.25,0.0002911208151382824
-13.15,0.0005822416302765648
-13.05,0.0008733624454148472
-12.950000000000001,0.0020378457059679767
-12.850000000000001,0.0034934497816593887
-12.750000000000002,0.0023289665211062593
-12.650000000000002,0.00611353711790393
-12.550000000000002,0.008733624454148471
-12.450000000000003,0.010189228529839884
-12.350000000000003,0.016885007278020378
-12.250000000000004,0.029694323144104803
-12.150000000000004,0.0413391557496361
-12.050000000000004,0.050655021834061134
-11.950000000000005,0.09839883551673945
-11.850000000000005,0.09606986899563319
-11.750000000000005,0.06521106259097526
-11.650000000000006,0.06637554585152838
-11.550000000000006,0.05851528384279476
-11.450000000000006,0.05327510917030567
-11.350000000000007,0.03202328966521106
-11.250000000000007,0.03173216885007278
-11.150000000000007,0.02416302765647744
-11.050000000000008,0.01339155749636099
-10.950000000000008,0.01222707423580786
-10.850000000000009,0.01339155749636099
-10.750000000000009,0.01455604075691412
-10.65000000000001,0.01572052401746725
-10.55000000000001,0.013682678311499273
-10.45000000000001,0.01572052401746725
-10.35000000000001,0.02590975254730713
-10.25000000000001,0.02445414847161572
-10.150000000000011,0.02416302765647744
-10.050000000000011,0.031149927219796217
-9.950000000000012,0.027656477438136828
-9.850000000000012,0.020087336244541485
-9.750000000000012,0.020378457059679767
-9.650000000000013,0.011353711790393014
-9.550000000000013,0.008442503639010189
-9.450000000000014,0.004657933042212519
-9.350000000000014,0.0020378457059679767
-9.250000000000014,0.0005822416302765648
-9.150000000000015,0.0005822416302765648
-9.050000000000015,0.0002911208151382824
-8.950000000000015,0.0
-8.850000000000016,0.0
-8.750000000000016,0.0
-8.650000000000016,0.0
-8.550000000000017,0.0
