log10_SSFR,Fraction
-13.45,0.0
-13.35,2.7701598382226654e-05
-13.25,8.310479514667997e-05
-13.15,5.540319676445331e-05
-13.05,5.540319676445331e-05
-12.950000000000001,5.540319676445331e-05
-12.850000000000001,5.540319676445331e-05
-12.750000000000002,0.00011080639352890661
-12.650000000000002,8.310479514667997e-05
-12.550000000000002,0.00011080639352890661
-12.450000000000003,0.00011080639352890661
-12.350000000000003,0.0003047175822044932
-12.250000000000004,0.00041552397573339984
-12.150000000000004,0.0006371367627912131
-12.050000000000004,0.000720241557937893
-11.950000000000005,0.004736973323360758
-11.850000000000005,0.006122053242472091
-11.750000000000005,0.007174713980996703
-11.650000000000006,0.008753705088783623
-11.550000000000006,0.011883985705975235
-11.450000000000006,0.016260838250367046
-11.350000000000007,0.020720795589905538
-11.250000000000007,0.02897587190780908
-11.150000000000007,0.032770990886174134
-11.050000000000008,0.032410870107205184
-10.950000000000008,0.026067204077675283
-10.850000000000009,0.019169506080500845
-10.750000000000009,0.01928031247402975
-10.65000000000001,0.024709825756946177
-10.55000000000001,0.02989002465442256
-10.45000000000001,0.0385606249480595
-10.35000000000001,0.047840660406105434
-10.25000000000001,0.056511260699742376
-10.150000000000011,0.07083298706335356
-10.050000000000011,0.08681680932989834
-9.950000000000012,0.1093382088146486
-9.850000000000012,0.10582010582010581
-9.750000000000012,0.06922629435718441
-9.650000000000013,0.04000110806393529
-9.550000000000013,0.024820632150475083
-9.450000000000014,0.017535111775949474
-9.350000000000014,0.013185960829939888
-9.250000000000014,0.009806365827308235
-9.150000000000015,0.006980802792321117
-9.050000000000015,0.004515360536302944
-8.950000000000015,0.002880966231751572
-8.850000000000016,0.0019391118867558659
-8.750000000000016,0.0010803623369068395
-8.650000000000016,0.00041552397573339984
-8.550000000000017,0.00013850799191113326
