log10_SSFR,Fraction
-13.45,7.153157040182575e-05
-13.35,7.266699215423569e-05
-13.25,9.537542720243434e-05
-13.15,0.000135115188536782
-13.05,0.00016236531059462037
-12.950000000000001,0.000219136398215117
-12.850000000000001,0.0002986159208838123
-12.750000000000002,0.0003849079740669672
-12.650000000000002,0.0005608983456905067
-12.550000000000002,0.0007573263088574251
-12.450000000000003,0.001112713317361734
-12.350000000000003,0.0015123817742100302
-12.250000000000004,0.00236054182326025
-12.150000000000004,0.003677631056055772
-12.050000000000004,0.005579462491342409
-11.950000000000005,0.013352559808340807
-11.850000000000005,0.01927491966891102
-11.750000000000005,0.02649393117073337
-11.650000000000006,0.032904522384839846
-11.550000000000006,0.03380604725625334
-11.450000000000006,0.026501879123000237
-11.350000000000007,0.018293915274828834
-11.250000000000007,0.016579428428689837
-11.150000000000007,0.01909325218852543
-11.050000000000008,0.022846956501992664
-10.950000000000008,0.026157846332020028
-10.850000000000009,0.029791195939731813
-10.750000000000009,0.03150795362937563
-10.65000000000001,0.03322130505376222
-10.55000000000001,0.03332576385498393
-10.45000000000001,0.03333598265075562
-10.35000000000001,0.034673509475094524
-10.25000000000001,0.03857368319462264
-10.150000000000011,0.04771950541028465
-10.050000000000011,0.06597141008027432
-9.950000000000012,0.08867870970672057
-9.850000000000012,0.09692414247272149
-9.750000000000012,0.07682604203331328
-9.650000000000013,0.051115551871742756
-9.550000000000013,0.03137056759733403
-9.450000000000014,0.01767170415450819
-9.350000000000014,0.008865373042816755
-9.250000000000014,0.004166997831344453
-9.150000000000015,0.002074415541652947
-9.050000000000015,0.0009435354762526541
-8.950000000000015,0.0005154814755941095
-8.850000000000016,0.0002463865202729554
-8.750000000000016,0.000135115188536782
-8.650000000000016,3.292723081988805e-05
-8.550000000000017,6.812530514459596e-06
