log10_HI_r,Fraction
-1.275,0.011689115962223254
-1.025,0.0185013159931878
-0.7749999999999999,0.0358414615265521
-0.5249999999999999,0.07594054807245704
-0.2749999999999999,0.11913608917789131
-0.02499999999999991,0.1936058213345719
0.2250000000000001,0.23927852608762967
0.4750000000000001,0.12838674717448523
0.7250000000000001,0.08108840377767457
0.9750000000000001,0.050704443412292924
1.225,0.027597151261805234
1.475,0.01823037621922898
